Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,57369.60811,4.0,45.3629,0.81599,0.14204,0.82826,-9.87466
35C02,II,57369.84011,4.0,35.93134,0.84125,0.14856,0.85427,-10.01457
35C02,II,57370.09011,4.0,28.40909,0.86442,0.16016,0.87913,-10.49668
35C02,II,57370.30511,4.0,22.48202,0.89515,0.16607,0.91043,-10.5104
35C02,II,57370.57011,4.0,17.79613,0.92798,0.16653,0.9428,-10.17364
35C02,II,57370.82211,4.0,14.06813,0.95436,0.16283,0.96815,-9.68235
35C02,II,57371.03811,4.0,11.1448,0.99076,0.16227,1.00396,-9.30174
35C02,II,57371.30511,4.0,8.81772,1.0112,0.1501,1.02228,-8.44317
35C02,II,57371.48411,4.0,6.97545,1.04245,0.12858,1.05035,-7.0315
35C02,II,57371.70211,4.0,5.5173,1.07503,0.12266,1.082,-6.50899
35C02,II,57371.97111,4.0,4.36941,1.08536,0.12041,1.09201,-6.33033
35C02,II,57372.30611,4.0,3.45686,1.08545,0.10558,1.09057,-5.55568
35C02,II,57372.72511,4.0,2.73547,1.08832,0.0768,1.09103,-4.03677
35C02,II,57373.25011,4.0,2.16054,1.10544,0.04958,1.10655,-2.56817
35C02,II,57373.90911,4.0,1.70952,1.13312,0.03707,1.13373,-1.8739
35C02,II,57374.73811,4.0,1.35352,1.15798,0.04464,1.15884,-2.20754
35C02,II,57375.78111,4.0,1.07079,1.1649,0.06878,1.16693,-3.37894
35C02,II,57377.09511,4.0,0.84734,1.14703,0.09128,1.15066,-4.54997
35C02,II,57378.75011,4.0,0.67072,1.11832,0.09846,1.12265,-5.03161
35C02,II,57380.83911,4.0,0.53067,1.07944,0.07925,1.08235,-4.19915
35C02,II,57383.47611,4.0,0.41976,1.06276,0.03479,1.06333,-1.87513
35C02,II,57386.80711,4.0,0.33183,1.08173,-0.01522,1.08184,0.80593
35C02,II,57391.01311,4.0,0.26261,1.13388,-0.04553,1.13479,2.29932
35C02,II,57396.32111,4.0,0.20791,1.20576,-0.03563,1.20628,1.69244
35C02,II,57403.02511,4.0,0.16452,1.27156,0.02477,1.2718,-1.1159
35C02,II,57411.50211,4.0,0.13007,1.29847,0.12999,1.30496,-5.7167
35C02,II,57422.19211,4.0,0.10309,1.25749,0.25045,1.28219,-11.26379
